femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id
FM-5453-CA,5453,CA,FM,2022-09-09T00:00:00.000Z,2022,Fire,MOSQUITO FIRE,False,False,True,True,2022-09-09T00:00:00.000Z,2022-09-26T00:00:00.000Z,,False,06,017,99017,El Dorado (County),22079,,2022090901,9,,2024-08-27T18:22:14.800Z,55db606dae79f4072c421755a78bda12428cbf25,9117630b-446c-4e02-8ac3-f2bb6c018390
FM-5453-CA,5453,CA,FM,2022-09-09T00:00:00.000Z,2022,Fire,MOSQUITO FIRE,False,False,True,True,2022-09-09T00:00:00.000Z,2022-09-26T00:00:00.000Z,,False,06,061,99061,Placer (County),22079,,2022090901,9,,2024-08-27T18:22:14.800Z,81d036bce7917927781797396df9eba2e0657443,0b6538ab-4422-42a5-8869-4b38a3809fc6
FM-5451-CA,5451,CA,FM,2022-09-06T00:00:00.000Z,2022,Fire,FAIRVIEW FIRE,False,False,True,True,2022-09-05T00:00:00.000Z,2022-09-14T00:00:00.000Z,,False,06,065,99065,Riverside (County),22077,,2022090601,9,,2024-08-27T18:22:14.800Z,5de7747404e6a293c8d28f3a39a92d9ab5d3b295,9ab70819-db7b-4797-b340-aca3bd45080a
FM-5450-CA,5450,CA,FM,2022-09-02T00:00:00.000Z,2022,Fire,MILL FIRE,False,False,True,True,2022-09-02T00:00:00.000Z,2022-09-09T00:00:00.000Z,,False,06,093,99093,Siskiyou (County),22076,,2022090301,9,,2024-08-27T18:22:14.800Z,248d2a9a05fc39a29eb1df18f0cb522a11f4baaa,a23c8da2-67b3-4aa3-93f4-6121dbb3ea06
FM-5445-CA,5445,CA,FM,2022-07-23T00:00:00.000Z,2022,Fire,OAK FIRE,False,False,True,True,2022-07-22T00:00:00.000Z,2022-08-03T00:00:00.000Z,,False,06,043,99043,Mariposa (County),22064,,2022072301,9,,2024-08-27T18:22:14.800Z,58da2117590e6fa4555cb07894c65e8332efea39,83e6a530-3ace-4b77-a61a-2695cc53dccb
FM-5439-CA,5439,CA,FM,2022-05-12T00:00:00.000Z,2022,Fire,COASTAL FIRE,False,False,True,True,2022-05-11T00:00:00.000Z,2022-05-16T00:00:00.000Z,,False,06,059,99059,Orange (County),22042,,2022051201,9,,2024-08-27T18:22:14.800Z,16e9239ffe3916f54f8e770feb0c2d9c4490ab84,d66cbb54-fec6-4bb6-b505-2d81d3bc0de4
FM-5419-CA,5419,CA,FM,2021-10-13T00:00:00.000Z,2022,Fire,ALISAL FIRE,False,False,True,True,2021-10-12T00:00:00.000Z,2021-11-17T00:00:00.000Z,,False,06,083,99083,Santa Barbara (County),21115,,2021101301,9,,2024-08-27T18:22:14.800Z,c92cc5ea7633328159541b9e605ced4cb2937e16,ddb4ca63-a4fa-4b3c-9c41-4a6442827a25
FM-5417-CA,5417,CA,FM,2021-09-23T00:00:00.000Z,2021,Fire,FAWN FIRE,False,False,True,True,2021-09-23T00:00:00.000Z,2021-09-28T00:00:00.000Z,,False,06,089,99089,Shasta (County),21107,,2021092401,9,,2024-08-27T18:22:14.800Z,cf8dee55cd77d7da9ff151dd5543e3ac9a617e4e,46d47827-f95b-4440-90d9-d0ac0eeca2c1
FM-5416-CA,5416,CA,FM,2021-08-25T00:00:00.000Z,2021,Fire,FRENCH FIRE,False,False,True,True,2021-08-24T00:00:00.000Z,2021-09-06T00:00:00.000Z,,False,06,029,99029,Kern (County),21088,,2021082501,9,,2024-08-27T18:22:14.800Z,1cce4bd21c0b4c5c320ca023510aabbb05ba51fb,72e47ebd-1faa-4103-928c-5b69f6f3b053
FM-5413-CA,5413,CA,FM,2021-08-17T00:00:00.000Z,2021,Fire,CALDOR FIRE,False,False,True,True,2021-08-14T00:00:00.000Z,,,False,06,017,99017,El Dorado (County),21073,,2021081801,9,,2024-08-27T18:22:14.800Z,cd62cc11460bda854da6e9718d80c7e81fe1950a,12e6d7a2-3e65-4561-bbab-d130320ad131
FM-5412-CA,5412,CA,FM,2021-08-17T00:00:00.000Z,2021,Fire,MONUMENT FIRE,False,False,True,True,2021-08-17T00:00:00.000Z,,,False,06,105,99105,Trinity (County),21072,,2021081702,9,,2024-08-27T18:22:14.800Z,6eb4a1220c9e856a29dba21aa8549af561b9e08b,db19d6d3-9fe3-4b7d-aa57-bb1ef93d5ff1
FM-5405-CA,5405,CA,FM,2021-08-05T00:00:00.000Z,2021,Fire,RIVER FIRE,False,False,True,True,2021-08-04T00:00:00.000Z,,,False,06,061,99061,Placer (County),21063,,2021080501,9,,2024-08-27T18:22:14.800Z,9145018985911914389b90d39de482283b7420b9,e573c8e8-b3d5-44b9-a535-527ffda2f031
FM-5400-CA,5400,CA,FM,2021-07-20T00:00:00.000Z,2021,Fire,DIXIE FIRE,False,False,True,True,2021-07-20T00:00:00.000Z,,,False,06,035,99035,Lassen (County),21056,,2021072001,9,,2024-08-27T18:22:14.800Z,91dd84d132dcc2b564a78eb08062e5c326177b62,0276b66d-e903-4735-bbfe-33d55283e7ac
FM-5400-CA,5400,CA,FM,2021-07-20T00:00:00.000Z,2021,Fire,DIXIE FIRE,False,False,True,True,2021-07-20T00:00:00.000Z,,,False,06,063,99063,Plumas (County),21056,,2021072001,9,,2024-08-27T18:22:14.800Z,e6d0b8b63e5a798192d6006f1915c977f1a3ba35,e669b1ac-28c0-4203-a7d0-fea5f82bea40
FM-5393-CA,5393,CA,FM,2021-06-29T00:00:00.000Z,2021,Fire,LAVA FIRE,False,False,True,True,2021-06-24T00:00:00.000Z,2021-07-06T00:00:00.000Z,,False,06,093,99093,Siskiyou (County),21047,,2021062901,9,,2024-08-27T18:22:14.800Z,3956be79a42c81bad509aefc1e2c7f8775111c04,003393b6-affc-4d44-9c74-83a85220cf5c
FM-5383-CA,5383,CA,FM,2020-12-03T00:00:00.000Z,2021,Fire,BOND FIRE,False,False,True,True,2020-12-03T00:00:00.000Z,,,False,06,059,99059,Orange (County),20326,,2020120301,9,,2024-08-27T18:22:14.800Z,926f6ea853f3d30da189ff054184d03ff6615f91,28518b2f-e48f-4f91-ae76-22e3836e8f9d
FM-5381-CA,5381,CA,FM,2020-10-26T00:00:00.000Z,2021,Fire,BLUE RIDGE FIRE,False,False,True,True,2020-10-26T00:00:00.000Z,,,False,06,059,99059,Orange (County),20317,,2020102701,9,,2024-08-27T18:22:14.800Z,04060db86ba1d4479404f3bffd75abc4e20a581d,735e5243-3024-4be4-b858-2f604f7a7c5f
FM-5381-CA,5381,CA,FM,2020-10-26T00:00:00.000Z,2021,Fire,BLUE RIDGE FIRE,False,False,True,True,2020-10-26T00:00:00.000Z,,,False,06,065,99065,Riverside (County),20317,,2020102701,9,,2024-08-27T18:22:14.800Z,f69da1cf5fc4484ab2104b5a3a3c42d6f7ac687b,a502fbfd-95d6-459d-8a1c-b39c1614b4da
FM-5381-CA,5381,CA,FM,2020-10-26T00:00:00.000Z,2021,Fire,BLUE RIDGE FIRE,False,False,True,True,2020-10-26T00:00:00.000Z,,,False,06,071,99071,San Bernardino (County),20317,,2020102701,9,,2024-08-27T18:22:14.800Z,5211ec13a7c71c2d10cd5c9efc2bce1df02257eb,150556b1-e7d4-429c-836b-fe66b514069f
FM-5380-CA,5380,CA,FM,2020-10-26T00:00:00.000Z,2021,Fire,SILVERADO FIRE,False,False,True,True,2020-10-26T00:00:00.000Z,,,False,06,059,99059,Orange (County),20316,,2020102602,9,,2024-08-27T18:22:14.800Z,ab3e973ce7da152b459942fac1d292107d387a66,f08a10f8-8ca7-431c-8719-cdb245d4ded4
FM-5377-CA,5377,CA,FM,2020-09-28T00:00:00.000Z,2020,Fire,ZOGG FIRE,False,False,True,True,2020-09-28T00:00:00.000Z,,,False,06,089,99089,Shasta (County),20301,,2020092801,9,,2024-08-27T18:22:14.800Z,7fa97f857fdb3dacff867f544aa144eb7dbe33b6,1b84de2c-a067-4f34-a727-465576e6def9
FM-5376-CA,5376,CA,FM,2020-09-27T00:00:00.000Z,2020,Fire,GLASS FIRE,False,False,True,True,2020-09-27T00:00:00.000Z,,,False,06,055,99055,Napa (County),20300,,2020092701,9,,2024-08-27T18:22:14.800Z,2da1d78fd15e5ef3894857e3950ac6d28d6ea954,125d9a03-d9f5-4e7c-ac5a-bb38ad1c6ac9
FM-5376-CA,5376,CA,FM,2020-09-27T00:00:00.000Z,2020,Fire,GLASS FIRE,False,False,True,True,2020-09-27T00:00:00.000Z,,,False,06,097,99097,Sonoma (County),20300,,2020092701,9,,2024-08-27T18:22:14.800Z,d1aae4c3a7cc14a6178ce806323e44075ca0e348,e554626f-402f-4fa4-9892-3b2e389d4230
FM-5374-CA,5374,CA,FM,2020-09-13T00:00:00.000Z,2020,Fire,BOBCAT FIRE,False,False,True,True,2020-09-13T00:00:00.000Z,,,False,06,037,99037,Los Angeles (County),20289,,2020091402,9,,2024-08-27T18:22:14.800Z,f6bc5b714db9b738219f7e9bfa9d68129743242e,944feceb-372e-4d19-b0ad-7e7ba1c8b668
FM-5373-CA,5373,CA,FM,2020-09-13T00:00:00.000Z,2020,Fire,SQF FIRE COMPLEX,False,False,True,True,2020-09-13T00:00:00.000Z,,,False,06,107,99107,Tulare (County),20294,,2020091401,9,,2024-08-27T18:22:14.800Z,905e357650f0db72922721a340351a6d7d3c9d18,7acfe6fa-9fb7-4f91-a8f8-f172c3a69f1c
FM-5363-CA,5363,CA,FM,2020-09-09T00:00:00.000Z,2020,Fire,BEAR FIRE,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,007,99007,Butte (County),20270,,2020090907,9,,2024-08-27T18:22:14.800Z,1bac494e81f5042cd16974d3744e3cf7473632df,aa9ab7d5-0b7b-4c1f-9e53-722910b814e7
FM-5363-CA,5363,CA,FM,2020-09-09T00:00:00.000Z,2020,Fire,BEAR FIRE,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,063,99063,Plumas (County),20270,,2020090907,9,,2024-08-27T18:22:14.800Z,60fc0619be49a7bb8214489edcd3f944a42d922e,f993be42-4d36-40d7-8e0d-71a6eeeb272f
FM-5363-CA,5363,CA,FM,2020-09-09T00:00:00.000Z,2020,Fire,BEAR FIRE,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,115,99115,Yuba (County),20270,,2020090907,9,,2024-08-27T18:22:14.800Z,7fa6ed0b275f383c74735b2fae7a0132d8feca24,892aca6d-c081-4617-bbbf-7b487b018106
FM-5361-CA,5361,CA,FM,2020-09-09T00:00:00.000Z,2020,Fire,SLATER FIRE,False,False,True,True,2020-09-08T00:00:00.000Z,,,False,06,093,99093,Siskiyou (County),20269,,2020090903,9,,2024-08-27T18:22:14.800Z,935265761108d8f1a102c8feebac6fa3d939d6d2,a98dcb64-f74b-4075-a77c-fee1225a1521
FM-5350-CA,5350,CA,FM,2020-09-06T00:00:00.000Z,2020,Fire,EL DORADO FIRE,False,False,True,True,2020-09-05T00:00:00.000Z,2020-09-24T00:00:00.000Z,,False,06,071,99071,San Bernardino (County),20261,,2020090703,9,,2024-08-27T18:22:14.800Z,c5c347d6cbcd5f4e5213048b8a2cf18c916bdc83,27f93819-b219-4855-acd9-a6c0a751fdf5
FM-5348-CA,5348,CA,FM,2020-09-06T00:00:00.000Z,2020,Fire,CREEK FIRE,False,False,True,True,2020-09-06T00:00:00.000Z,,,False,06,019,99019,Fresno (County),20263,,2020090701,9,,2024-08-27T18:22:14.800Z,44dc6bb336a9f5990483470c29d63b0f920ca27d,d14e8b2c-0a3a-45e9-b4f3-5f957d14ee1f
FM-5348-CA,5348,CA,FM,2020-09-06T00:00:00.000Z,2020,Fire,CREEK FIRE,False,False,True,True,2020-09-06T00:00:00.000Z,,,False,06,039,99039,Madera (County),20263,,2020090701,9,,2024-08-27T18:22:14.800Z,4c79e82c68ede8ac66f5146440af1c0ab7c4f3d2,02d466d9-87b3-43be-9165-6647ea1fccce
FM-5339-CA,5339,CA,FM,2020-08-22T00:00:00.000Z,2020,Fire,SHEEP FIRE,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,035,99035,Lassen (County),20246,,2020082301,9,,2024-08-27T18:22:14.800Z,98a1b31c556a28df56e12c877128c5a3222a5c4f,a582cf43-b2bb-44d0-8c06-5cbbf6015b65
FM-5338-CA,5338,CA,FM,2020-08-21T00:00:00.000Z,2020,Fire,SCU LIGTNING COMPLEX FIRE,False,False,True,True,2020-08-20T00:00:00.000Z,,,False,06,085,99085,Santa Clara (County),20247,,2020082102,9,,2024-08-27T18:22:14.800Z,cdec553421a41c11c0995ed26dd10c2abbf8578e,9c1ecf11-0498-4d21-a580-a50718d8c49b
FM-5338-CA,5338,CA,FM,2020-08-21T00:00:00.000Z,2020,Fire,SCU LIGTNING COMPLEX FIRE,False,False,True,True,2020-08-20T00:00:00.000Z,,,False,06,099,99099,Stanislaus (County),20247,,2020082102,9,,2024-08-27T18:22:14.800Z,b508840b04b91373d865bcb1764191d7b6b98810,8df97fdc-c7c3-43d2-9b91-bf91eb54aa83
FM-5336-CA,5336,CA,FM,2020-08-20T00:00:00.000Z,2020,Fire,CZU LIGHTNING FIRE COMPLEX,False,False,True,True,2020-08-20T00:00:00.000Z,,,False,06,081,99081,San Mateo (County),20238,,2020082002,9,,2024-08-27T18:22:14.800Z,f29440a497e84b3ff61c76f9c1a6399b2ac57afc,42f6c0fb-fc90-4255-b81f-34a353f5fb0f
FM-5336-CA,5336,CA,FM,2020-08-20T00:00:00.000Z,2020,Fire,CZU LIGHTNING FIRE COMPLEX,False,False,True,True,2020-08-20T00:00:00.000Z,,,False,06,087,99087,Santa Cruz (County),20238,,2020082002,9,,2024-08-27T18:22:14.800Z,68690c1a5a6a61f282c8ec383f9afffdd5a793a3,0391b89b-6639-4b42-bc50-39f0c8ee683d
FM-5333-CA,5333,CA,FM,2020-08-19T00:00:00.000Z,2020,Fire,CARMEL FIRE,False,False,True,True,2020-08-18T00:00:00.000Z,2020-08-29T00:00:00.000Z,,False,06,053,99053,Monterey (County),20235,,2020081901,9,,2024-08-27T18:22:14.800Z,fd1153d49bc7c7a7501a485c0de1040e6381828b,74c55238-6b73-477b-a748-a02fdb3f7ee7
FM-5332-CA,5332,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,JONES FIRE,False,False,True,True,2020-08-18T00:00:00.000Z,2020-08-27T00:00:00.000Z,,False,06,057,99057,Nevada (County),20232,,2020081803,9,,2024-08-27T18:22:14.800Z,368a0e94fee15c2c21f7d468ec4abafad0d5cdcd,d1f9dd55-6809-4668-9fe3-ee90f75587a4
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,033,99033,Lake (County),20231,,2020081802,9,,2024-08-27T18:22:14.800Z,3f012e7e0ab3df9328daf1a6ad63b73e92ff8d3c,5998feb0-c4ea-4c81-a537-9e9bd65933ea
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,055,99055,Napa (County),20231,,2020081802,9,,2024-08-27T18:22:14.800Z,55c6c70de4c86e4e6241dd1d18ca199006b82eb7,18a2049a-a1cd-4fbb-8256-f0adabda3c97
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,095,99095,Solano (County),20231,,2020081802,9,,2024-08-27T18:22:14.800Z,6e1933ece3164f011b3d4c4cd520a18fc67ef373,5d07ca05-2d0e-41f1-9a9e-969f9d75d0fb
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,097,99097,Sonoma (County),20231,,2020081802,9,,2024-08-27T18:22:14.800Z,1efff60e64d7954755fbfd20e0fc299aa838f357,ef93f33a-a28b-411e-a3a6-d30b177cbb41
FM-5331-CA,5331,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,LNU LIGHTNING FIRE COMPLEX,False,False,True,True,2020-08-17T00:00:00.000Z,,,False,06,113,99113,Yolo (County),20231,,2020081802,9,,2024-08-27T18:22:14.800Z,1fd1423068e3f09ebee4421e88f459d9ccb389bf,becedd6c-f04f-4e96-bcc1-5d072f215114
FM-5329-CA,5329,CA,FM,2020-08-17T00:00:00.000Z,2020,Fire,RIVER FIRE,False,False,True,True,2020-08-16T00:00:00.000Z,2020-08-29T00:00:00.000Z,,False,06,053,99053,Monterey (County),20229,,2020081701,9,,2024-08-27T18:22:14.800Z,77cabc3c1303059a9418238c69b89b7ccf9ddb0a,477b3c09-8ee6-4836-880f-070c8097340a
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,False,False,True,True,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,,False,06,000,49334,Morongo Indian Reservation,20221,,2020080302,9,,2024-08-27T18:22:14.800Z,97e16cab3aa0f13cf7ccc49d9a0c87bd6b673799,97a452b7-0b88-4e11-98cc-7eb35a97249e
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,False,False,True,True,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,,False,06,065,99065,Riverside (County),20221,,2020080302,9,,2024-08-27T18:22:14.800Z,245e38bf405cfac3a6ec3ed518824dbf14fdedec,c5094088-ad46-40cf-840f-263e86374dfb
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,False,False,True,True,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,,False,06,071,99071,San Bernardino (County),20221,,2020080302,9,,2024-08-27T18:22:14.800Z,8e2bc855b797d7db4874b70d76f08d932dd164e9,1b7255c9-5fe4-4168-a862-5d10121176ae
FM-5303-CA,5303,CA,FM,2019-11-26T00:00:00.000Z,2020,Fire,CAVE FIRE,False,False,True,True,2019-11-25T00:00:00.000Z,2019-11-28T00:00:00.000Z,,False,06,083,99083,Santa Barbara (County),19100,,2019112601,9,,2024-08-27T18:22:14.800Z,62af115ee70c1bb580550c6785032e650d198432,5eff004b-f503-4ad2-90a0-ea1ed772cd09
FM-5302-CA,5302,CA,FM,2019-11-01T00:00:00.000Z,2020,Fire,MARIA FIRE,False,False,True,True,2019-11-01T00:00:00.000Z,2019-11-05T00:00:00.000Z,,False,06,111,99111,Ventura (County),19097,,2019110103,9,,2024-08-27T18:22:14.800Z,509afb3cd14716dcd447fe0daa1d487b486ea366,eaabab0b-ab57-4435-856f-8364dfdc2230
FM-5301-CA,5301,CA,FM,2019-10-31T00:00:00.000Z,2020,Fire,HILLSIDE FIRE,False,False,True,True,2019-10-31T00:00:00.000Z,2019-11-02T00:00:00.000Z,,False,06,071,99071,San Bernardino (County),19095,,2019103102,9,,2024-08-27T18:22:14.800Z,a8c09a64f927b10c0f0e5119735777b657657c11,1fdca7cf-994c-4e9e-b035-ef6e8917d6a9
FM-5300-CA,5300,CA,FM,2019-10-31T00:00:00.000Z,2020,Fire,46 FIRE,False,False,True,True,2019-10-31T00:00:00.000Z,2019-11-02T00:00:00.000Z,,False,06,065,99065,Riverside (County),19094,,2019103101,9,,2024-08-27T18:22:14.800Z,170da60d52013712c9d5c7dd9d238b974f440726,3ffd9526-d4b9-41a7-a42d-7405ce9fc958
FM-5299-CA,5299,CA,FM,2019-10-30T00:00:00.000Z,2020,Fire,HILL FIRE,False,False,True,True,2019-10-30T00:00:00.000Z,2019-11-01T00:00:00.000Z,,False,06,065,99065,Riverside (County),19098,,2019103002,9,,2024-08-27T18:22:14.800Z,7ed3d6a57ad079ec0406c4cb5139f58c5c67036c,aae6f6f7-f77f-445e-b199-37d0af447811
FM-5298-CA,5298,CA,FM,2019-10-30T00:00:00.000Z,2020,Fire,EASY FIRE,False,False,True,True,2019-10-30T00:00:00.000Z,2019-11-02T00:00:00.000Z,,False,06,111,99111,Ventura (County),19093,,2019103001,9,,2024-08-27T18:22:14.800Z,6dbaf006dbd66886fbb61e0a4f8f15ca302f1cef,95e3b5b8-792d-4bc3-93bc-8e06288df724
FM-5297-CA,5297,CA,FM,2019-10-28T00:00:00.000Z,2020,Fire,GETTY FIRE,False,False,True,True,2019-10-28T00:00:00.000Z,2019-11-02T00:00:00.000Z,,False,06,037,99037,Los Angeles (County),19092,,2019102802,9,,2024-08-27T18:22:14.800Z,88ab5f91ad230baed373ae184b30a1987735579c,1843455d-be55-41e7-9e4a-77c0b4c47a9a
FM-5296-CA,5296,CA,FM,2019-10-24T00:00:00.000Z,2020,Fire,TICK FIRE,False,False,True,True,2019-10-24T00:00:00.000Z,2019-10-29T00:00:00.000Z,,False,06,037,99037,Los Angeles (County),19090,,2019102501,9,,2024-08-27T18:22:14.800Z,370b266235f168f8f0bbe6efe88c4bcad523fc0e,77b4f2b6-8c29-4db1-92f1-9f4b005b6589
FM-5295-CA,5295,CA,FM,2019-10-24T00:00:00.000Z,2020,Fire,KINCADE FIRE,False,False,True,True,2019-10-24T00:00:00.000Z,2019-11-07T00:00:00.000Z,,False,06,097,99097,Sonoma (County),19091,,2019102401,9,,2024-08-27T18:22:14.800Z,6e71ce4511b37e84df3de283d9804a5c73fe98cf,3e8270bd-0833-48ba-8615-52dc00b1b873
FM-5293-CA,5293,CA,FM,2019-10-11T00:00:00.000Z,2020,Fire,SADDLERIDGE FIRE,False,False,True,True,2019-10-10T00:00:00.000Z,2019-10-22T00:00:00.000Z,,False,06,037,99037,Los Angeles (County),19086,,2019101101,9,,2024-08-27T18:22:14.800Z,2a28a1f1cb84f4c65e6fdbd6c0620d951b0b6f9c,2c719b50-fd97-4c58-9453-b6a188915536
FM-5293-CA,5293,CA,FM,2019-10-11T00:00:00.000Z,2020,Fire,SADDLERIDGE FIRE,False,False,True,True,2019-10-10T00:00:00.000Z,2019-10-22T00:00:00.000Z,,False,06,111,99111,Ventura (County),19086,,2019101101,9,,2024-08-27T18:22:14.800Z,66ba4c7ab33aa02b3f1632f433a59b9f3118bbe3,75c099de-48de-465e-bbf3-151173b70f06
FM-5280-CA,5280,CA,FM,2018-11-09T00:00:00.000Z,2019,Fire,WOOLSEY FIRE,False,False,True,True,2018-11-08T00:00:00.000Z,,2019-02-06T00:00:00.000Z,False,06,037,99037,Los Angeles (County),18124,,2018110902,9,,2024-08-27T18:22:14.800Z,a6a3bc64c7cf5855e985c5d454a3beb630ffa807,aad2319a-9389-4e09-a73b-3597fdbabed2
FM-5280-CA,5280,CA,FM,2018-11-09T00:00:00.000Z,2019,Fire,WOOLSEY FIRE,False,False,True,True,2018-11-08T00:00:00.000Z,,2019-02-06T00:00:00.000Z,False,06,111,99111,Ventura (County),18124,,2018110902,9,,2024-08-27T18:22:14.800Z,617abaa6bebbac127313b93d16fdfae695a1174b,03931359-316a-431e-b807-8998f61a3422
FM-5279-CA,5279,CA,FM,2018-11-08T00:00:00.000Z,2019,Fire,HILL FIRE,False,False,True,True,2018-11-08T00:00:00.000Z,,2019-02-06T00:00:00.000Z,False,06,111,99111,Ventura (County),18123,,2018110901,9,,2024-08-27T18:22:14.800Z,c31dc7881217cad338bcd1331d20ef9b86c5371c,2e238f4e-2a73-4333-ba62-9451db128d7d
FM-5278-CA,5278,CA,FM,2018-11-08T00:00:00.000Z,2019,Fire,CAMP FIRE,False,False,True,True,2018-11-08T00:00:00.000Z,,,False,06,007,99007,Butte (County),18125,,2018110801,9,,2024-08-27T18:22:14.800Z,1472d5a54cc545f444c8312e209d98b1a4d9654c,ac3536bf-867e-4d1e-bea5-ab06e84d2a47
FM-5268-CA,5268,CA,FM,2018-08-09T00:00:00.000Z,2018,Fire,HOLY FIRE,False,False,True,True,2018-08-09T00:00:00.000Z,2018-08-18T00:00:00.000Z,,False,06,065,99065,Riverside (County),18082,,2018080901,9,,2024-08-27T18:22:14.800Z,1119edfc4a9aac87cf8676b00525e0e3830133b8,a95ce11c-bc07-4688-8456-0a7a4f258de8
FM-5262-CA,5262,CA,FM,2018-07-28T00:00:00.000Z,2018,Fire,MENDOCINO FIRE COMPLEX,False,False,True,True,2018-07-29T00:00:00.000Z,2018-08-20T00:00:00.000Z,,False,06,000,34659,Hopland Rancheria (Indian Reservation),18070,,2018072901,9,,2024-08-27T18:22:14.800Z,838c056cbc2d4fa1957e4894280e580a055c9242,45de7fef-4129-41e2-bf53-ba6dae62a7b1
FM-5262-CA,5262,CA,FM,2018-07-28T00:00:00.000Z,2018,Fire,MENDOCINO FIRE COMPLEX,False,False,True,True,2018-07-29T00:00:00.000Z,2018-08-20T00:00:00.000Z,,False,06,033,99033,Lake (County),18070,,2018072901,9,,2024-08-27T18:22:14.800Z,c4d6a2a9b841eb9f385b277ba58e6a34ebfdd528,bb639c8f-fbf0-4bc4-811f-ad6d85c5812e
FM-5262-CA,5262,CA,FM,2018-07-28T00:00:00.000Z,2018,Fire,MENDOCINO FIRE COMPLEX,False,False,True,True,2018-07-29T00:00:00.000Z,2018-08-20T00:00:00.000Z,,False,06,045,99045,Mendocino (County),18070,,2018072901,9,,2024-08-27T18:22:14.800Z,0d6988c081b309e6f4dc67c646ef836898cb77a3,fc3a581e-a773-40ef-8220-c168432a3d63
FM-5260-CA,5260,CA,FM,2018-07-25T00:00:00.000Z,2018,Fire,CRANSTON FIRE,False,False,True,True,2018-07-25T00:00:00.000Z,2018-08-01T00:00:00.000Z,,False,06,065,99065,Riverside (County),18068,,2018072601,9,,2024-08-27T18:22:14.800Z,d2f1d632035cf1a9c41fae918c9ab8f3e7e3b0f3,83afae9d-68d2-491b-a142-123910a1a8bd
FM-5259-CA,5259,CA,FM,2018-07-23T00:00:00.000Z,2018,Fire,CARR FIRE,False,False,True,True,2018-07-23T00:00:00.000Z,2018-08-18T00:00:00.000Z,,False,06,089,99089,Shasta (County),18066,,2018072401,9,,2024-08-27T18:22:14.800Z,892a05867035e12b90ba5de30f1c4f18fe22b9d4,b7af8786-c016-4e90-b817-5417d7989901
FM-5259-CA,5259,CA,FM,2018-07-23T00:00:00.000Z,2018,Fire,CARR FIRE,False,False,True,True,2018-07-23T00:00:00.000Z,2018-08-18T00:00:00.000Z,,False,06,105,99105,Trinity (County),18066,,2018072401,9,,2024-08-27T18:22:14.800Z,9e4a3a72e33fc7fc97ddb722952a9fd954058057,e98aa853-2980-4a5e-8d32-ce2e878724f7
FM-5252-CA,5252,CA,FM,2018-07-07T00:00:00.000Z,2018,Fire,HOLIDAY FIRE,False,False,True,True,2018-07-07T00:00:00.000Z,2018-07-10T00:00:00.000Z,,False,06,083,99083,Santa Barbara (County),18056,,2018070701,9,,2024-08-27T18:22:14.800Z,ea38ef98352065e0888494ba5132240de5130ea1,1e48671f-e9f0-46e6-9ddf-d0fef2ebc887
FM-5251-CA,5251,CA,FM,2018-07-06T00:00:00.000Z,2018,Fire,WEST FIRE,False,False,True,True,2018-07-06T00:00:00.000Z,2018-07-09T00:00:00.000Z,,False,06,073,99073,San Diego (County),18055,,2018070603,9,,2024-08-27T18:22:14.800Z,f4f2b1c300bdee0df4f985c1ef3e496939686c00,c16ba43a-cef0-4192-b5f7-1e899e4deff8
