femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id
DR-4353-CA,4353,CA,DR,2018-01-02T00:00:00.000Z,2018,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",True,False,False,True,2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,,False,06,037,99037,Los Angeles (County),18001,2018-03-16T00:00:00.000Z,2017120802,9,,2024-08-27T18:22:14.800Z,a2baadbb0e2170bff5987e16b468ad30f388314f,cddd5683-dc5b-417e-872b-569945972f2d
DR-4353-CA,4353,CA,DR,2018-01-02T00:00:00.000Z,2018,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",True,False,False,True,2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,,False,06,073,99073,San Diego (County),18001,2018-03-16T00:00:00.000Z,2017120802,9,,2024-08-27T18:22:14.800Z,7efd87352d6ca1021348519f8f9d700124b229aa,c4d63e68-590f-41cf-bf54-6c298bdce63c
DR-4353-CA,4353,CA,DR,2018-01-02T00:00:00.000Z,2018,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",True,False,True,True,2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,,False,06,083,99083,Santa Barbara (County),18001,2018-03-16T00:00:00.000Z,2017120802,9,,2024-08-27T18:22:14.800Z,5d43e173e2d0c9e8691ed0977b11542d429a3094,615d0b7d-30ad-41f1-a788-0d99ba5d57fb
DR-4353-CA,4353,CA,DR,2018-01-02T00:00:00.000Z,2018,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",True,False,True,True,2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,,False,06,111,99111,Ventura (County),18001,2018-03-16T00:00:00.000Z,2017120802,9,,2024-08-27T18:22:14.800Z,64b64e0368c5ae99d9db6a642a5236db1d8b65a9,859d105d-68f8-4ba0-a28b-2ba4680b86f3
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,False,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,095,99095,Solano (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,84c43db044fa6d3c965811a07bad12fbfb40ba11,36c9a3f8-612e-4da1-9f5b-1b53b439a284
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,True,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,007,99007,Butte (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,4a69d610c77017251fcc8cbb9c15870a3b5917fa,66226e78-e344-4ac8-9355-71cb0d244f57
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,True,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,033,99033,Lake (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,f4a8f27e59b55d6f36b6b35c6c372748cb614cdf,2fc88aa0-fa02-45a7-abbe-ddac0e87b081
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,True,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,045,99045,Mendocino (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,2d910bfaee2014a49e40ee08fa54e1ddba94a3fa,93499951-545b-4d73-aca2-07606cf90c31
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,True,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,055,99055,Napa (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,5707fbc6983e0a731b02714695c89be9e5fbe3fd,6a13f338-0122-4330-94c5-2edd7fbdeabc
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,True,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,057,99057,Nevada (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,279cc4287c760c6f86999a54c01cd406a18c3706,c9749ae7-014f-4a9b-aa35-951f3eec5ace
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,True,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,059,99059,Orange (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,ff4ea85a1eccb3630ffe678c73245625baf57c17,641c4481-69dd-4497-b77e-761cfb434585
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,True,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,097,99097,Sonoma (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,e683ca671c1fb25f22d5ef32449c187b81601780,7eee7908-eff5-46c6-b1de-149809a1fb55
DR-4344-CA,4344,CA,DR,2017-10-10T00:00:00.000Z,2018,Fire,WILDFIRES,True,False,True,True,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,,False,06,115,99115,Yuba (County),17125,2017-12-11T00:00:00.000Z,2017100901,9,,2024-08-27T18:22:14.800Z,284ad8e1513847d05ab3bf1a813d17a9c5e4d551,931cd659-e391-40da-894b-d772b629d249
DR-4312-CA,4312,CA,DR,2017-05-02T00:00:00.000Z,2017,Severe Storm,FLOODING,False,False,True,True,2017-02-08T00:00:00.000Z,2017-02-11T00:00:00.000Z,,True,06,000,60347,Resighini Rancheria (Indian Reservation),17035,,2017041001,9,,2024-08-27T18:22:14.800Z,fd7c581f9b70a7dba89d2c56d9cddd260a66c624,f3a355ae-df70-49e0-a86d-c994de39faa3
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,000,80714,Tule River Indian Reservation,17031,,2017020901,9,,2024-08-27T18:22:14.800Z,9995d2d615195c72880415c59542d69eb61d35a6,6f13396c-622e-48b1-805e-ef1a4ad2e95f
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,001,99001,Alameda (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,2982708c7d3c212868fa7d65fc4f2ae77a0ffb63,62aec249-6a6f-4f08-909e-7d1df4ce7fc5
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,003,99003,Alpine (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,86656c0a43f32f532d982413339baa98a63ca98e,bd0f460e-670c-4fec-8ff5-c37ed9309d4e
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,005,99005,Amador (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,5a8eb46e23a6b06b673edd493e48f50f831cbea7,511df25e-c4c0-4fe0-b812-f86d9c45606a
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,007,99007,Butte (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,8ecfef585745009c4332a035724f0f0f4093508e,40fa5bf8-d45d-45c7-99b6-c5adb1c08918
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,009,99009,Calaveras (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,9097f62861fea5b5e605890b50229274552ffb6c,f16135fe-991a-4290-8d03-f8dc94cceda1
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,011,99011,Colusa (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,3055819bcaccee380f4eca21654fd3894d4eb22e,bb5f5888-de18-451f-a033-9f5bb93dc689
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,013,99013,Contra Costa (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,b81d13f92d713c9e1299d7713e402048f13850a1,2b977988-2389-4810-a1c8-507a62cf3ddb
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,015,99015,Del Norte (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,fbc5ad9a8b054255d87d8adc134f89274cc5b706,5d8eab11-4ab2-4230-916c-e4a9f55e3751
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,017,99017,El Dorado (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,8e4e8011e2579c1e8dea5ac307ee480d1830b221,5e1b80e9-403e-4819-b7c5-0ed13ed6f243
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,021,99021,Glenn (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,d7b73626d0c8552f5d04c75616159442cd8b244d,079ee360-a375-4ab0-9016-b9d3e4e11716
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,023,99023,Humboldt (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,0a7f9400981fcf53c50ad0bc51dbc89593d528df,b2cb2e73-8471-4499-ad17-b9cbb19683af
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,031,99031,Kings (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,b78de90eff506ce3ffe1f029ab4f7298e245827f,e70d1962-5445-4c84-96f9-121ca03a4f1a
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,033,99033,Lake (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,8443f522a7aba1db7a7e628dc4aa943e46e5daff,cafcb0b2-fe3e-4b25-acc6-581033790203
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,035,99035,Lassen (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,228aa3cc7d86b61cadfa94963547640493a4afce,4efec17b-042d-4be0-a5f9-2744af732677
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,041,99041,Marin (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,4a4588ab0ef1e596f81fd0f04c7dd065e4dc24cd,588d321e-5389-4629-9f6f-3833a7e00ec3
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,043,99043,Mariposa (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,d826829faa509c38bd314cca18ffeb0a2d9f557c,b93f57d2-7cc2-4f9d-b1a2-4001e1128a32
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,047,99047,Merced (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,65c70999b8fb69a1a14b1c58925819f8f8ddf67c,549d8149-0d18-410a-90f4-b781ae9d4291
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,049,99049,Modoc (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,7a435c63e4e5cd1698017fea03b621d97248f771,d2631dc3-3a16-4d3d-accd-02c32688cafd
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,051,99051,Mono (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,fb3b542fd967b5bebf36a688595d01591f35bfd0,c46126e4-c36e-4b61-8da7-565a8eb175dc
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,053,99053,Monterey (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,527044cd8bfe8487e79af69fbd2dc89e463c0fb7,2738bf12-edf3-4db1-9d00-ab95b2c331a7
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,055,99055,Napa (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,d7ca440cc1fc921fb82c44c98e7610e4a74567e7,89774e53-3f45-4524-864f-dcb8a59a15cd
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,057,99057,Nevada (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,2635fdf885320c67522c13e659edb5f3d9278fd8,d0a06872-6491-41bb-a2b2-ebe83dca5c79
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,063,99063,Plumas (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,d66191cfc572253dfebb7ac4a1ab33a99f8fb137,723ef6e6-2f8f-47c5-85ba-5f4cd189c8b2
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,067,99067,Sacramento (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,4e0969c769b38e8c1eab5d91ef19838401496434,c4df677a-c1f0-49d6-918b-bf88fb41fc0b
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,069,99069,San Benito (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,7a58e16003bc3fcc9a284be806eb79541be2c019,aa405e18-85a6-41d3-b290-ff63b473b3ba
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,077,99077,San Joaquin (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,f1b92f5e18e44c050c219a1bebb1782746bf04df,1c11c882-530a-4860-a5fd-1edd5054bc91
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,079,99079,San Luis Obispo (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,d7de009144a8528cd3bee82a23193bd7b5cac4da,01ec6dcb-5093-4825-aeb8-9203d6af2175
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,081,99081,San Mateo (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,1ed28b791d860a4f8e87247ace5330a1f69b5fb7,6fdc4f92-179b-4bd4-84da-6b784f88abb2
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,083,99083,Santa Barbara (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,2fe44d671e612317c9f2f387a1a9def752408f30,39059f5b-a4e2-4590-8516-32234bf5b717
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,085,99085,Santa Clara (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,5d00ba55af2e1a6221a3ed9af2f4bd3242e29cad,8af43ee6-f00a-4ca0-9e5f-4df68c2d3535
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,087,99087,Santa Cruz (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,b0c5ec2e9b8ba3850cdb6a3c9566133ab72bf6f5,fc86a95a-db1c-4e01-be08-78a5b945f9c0
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,089,99089,Shasta (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,c1bd450d15a81561af3b09246d5b4e02c350b511,dbd29584-48d7-4b37-bce2-dab3cfdca508
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,091,99091,Sierra (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,ff01683293e6457ce980b14d2ad157036d7c3059,d5501df3-d3db-4038-8249-361c51981a34
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,093,99093,Siskiyou (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,3ae3aa7f9a909398794561970fc84c413549b342,a6b3b092-589e-4349-a01e-40b03e19c82b
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,095,99095,Solano (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,afdbd4d38a800e8b3caa00fb78e1a9ca23b5e203,c3cb1ff9-0292-4d67-afbd-3354bfd71401
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,097,99097,Sonoma (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,7b947cd5ff9873f66a8b778514b349f20962cd6d,121cdaab-cad5-4961-8d70-2afb9344a2e1
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,099,99099,Stanislaus (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,84f6a04f214a8f09265639c6606c6facb21cf9b2,5b0fe331-68f5-4ddd-82a3-aca0d34f0477
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,101,99101,Sutter (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,08283a0015c424809b37e2690a75a5f9b99f4b92,ea9057bb-f316-4eb8-8333-91806ee87cc5
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,103,99103,Tehama (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,8f889f4f7959563d1a8dbd5b3d79c57dff82e717,4e4d40ac-54cb-4bd1-9e4f-85d6335615cb
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,105,99105,Trinity (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,71dc8c95b5a837bd4ffdc835fda08cf0cf0f49c3,d18035d5-9be9-461c-8862-dadbedc79848
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,109,99109,Tuolumne (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,81cfc601fcb840997a5b8747b122880a49af030a,fe106d76-90a0-446b-8855-a16a8ed5ba4d
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,113,99113,Yolo (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,303692a247fc32f7a221fa0e0ac1a32ad8102b40,5ab0fecc-fb9e-4014-abe5-ad9ad773ce0a
DR-4308-CA,4308,CA,DR,2017-04-01T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,,False,06,115,99115,Yuba (County),17031,,2017020901,9,,2024-08-27T18:22:14.800Z,3d7151dad3c070959dfe030279724b5e7c8160cd,b1a19a79-6b32-4c0e-b411-0c0b3ea5daa9
DR-4305-CA,4305,CA,DR,2017-03-16T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,,False,06,001,99001,Alameda (County),17027,,2017021701,9,,2024-08-27T18:22:14.800Z,bcb2edd302559c5c484dd5cb8a5652f0535c2054,a037dba0-8045-4c0c-b214-0622e92f7960
DR-4305-CA,4305,CA,DR,2017-03-16T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,,False,06,009,99009,Calaveras (County),17027,,2017021701,9,,2024-08-27T18:22:14.800Z,92ad1ef9efbdac2fab9821b30925474d213c8be0,ccce0491-4632-4c2d-8082-7c50e7df6ba9
DR-4305-CA,4305,CA,DR,2017-03-16T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,,False,06,013,99013,Contra Costa (County),17027,,2017021701,9,,2024-08-27T18:22:14.800Z,7bda10b62b3798e695e86efe613e97251e88fb2f,6545b980-8ab3-4ad7-9831-0b71387d3cf1
DR-4305-CA,4305,CA,DR,2017-03-16T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,,False,06,017,99017,El Dorado (County),17027,,2017021701,9,,2024-08-27T18:22:14.800Z,037b823865a603236100577944dd65dddf655db9,3ca01732-a43c-4948-b50f-1d8b16b0303e
DR-4305-CA,4305,CA,DR,2017-03-16T00:00:00.000Z,2017,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,,False,06,027,99027,Inyo (County),17027,,2017021701,9,,2024-08-27T18:22:14.800Z,8e31bc50be566dd72d4704eb6d8acb69c430cfbb,1717e147-5309-41eb-a53b-d2b150427bc1
